GeneID,Term,Type,Description
LOC101245737,GO:0005634,CC,Nucleus
LOC101245737,GO:0005829,CC,Cytosol
LOC101245737,GO:0043022,MF,Ribosome binding
LOC101245737,GO:0045182,MF,Translation regulator activity
LOC101245737,GO:0072344,BP,Rescue of stalled ribosome
LOC101245739,GO:0000462,BP,Maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA; 5.8S rRNA; LSU-rRNA)
LOC101245739,GO:0005730,CC,Nucleolus
LOC101245739,GO:0030686,CC,90S preribosome
LOC101245739,GO:0030688,CC,Preribosome; small subunit precursor
LOC101245740,GO:0004674,MF,Protein serine/threonine kinase activity
LOC101245740,GO:0004713,MF,Protein tyrosine kinase activity
LOC101245740,GO:0005524,MF,ATP binding
LOC101245740,GO:0005737,CC,Cytoplasm
LOC101245740,GO:0018105,BP,Peptidyl-serine phosphorylation
LOC101245740,GO:0018107,BP,Peptidyl-threonine phosphorylation
LOC101245741,GO:0004617,MF,Phosphoglycerate dehydrogenase activity
LOC101245742,GO:0005515,MF,Protein binding
LOC101245743,GO:0030599,MF,Pectinesterase activity
LOC101245743,GO:0042545,BP,Cell wall modification
LOC101245743,GO:0046910,MF,Pectinesterase inhibitor activity
LOC101245748,GO:0005634,CC,Nucleus
LOC101245748,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245749,GO:0000159,CC,Protein phosphatase type 2A complex
LOC101245749,GO:0005509,MF,Calcium ion binding
LOC101245749,GO:0006470,BP,Protein dephosphorylation
LOC101245749,GO:0019888,MF,Protein phosphatase regulator activity
LOC101245750,GO:0000973,BP,Post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery
LOC101245750,GO:0003723,MF,RNA binding
LOC101245750,GO:0005643,CC,Nuclear pore
LOC101245750,GO:0006405,BP,RNA export from nucleus
LOC101245750,GO:0006606,BP,Protein import into nucleus
LOC101245750,GO:0008139,MF,Nuclear localization sequence binding
LOC101245750,GO:0017056,MF,Structural constituent of nuclear pore
LOC101245750,GO:0034398,BP,Telomere tethering at nuclear periphery
LOC101245750,GO:0044614,CC,Nuclear pore cytoplasmic filaments
LOC101245756,GO:0003729,MF,MRNA binding
LOC101245756,GO:0005634,CC,Nucleus
LOC101245756,GO:0005737,CC,Cytoplasm
LOC101245756,GO:0010468,BP,Regulation of gene expression
LOC101245757,GO:0005515,MF,Protein binding
LOC101245757,GO:0019005,CC,SCF ubiquitin ligase complex
LOC101245757,GO:0031146,BP,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
LOC101245758,GO:0003700,MF,DNA-binding transcription factor activity
LOC101245758,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245759,GO:0004565,MF,Beta-galactosidase activity
LOC101245759,GO:0005618,CC,Cell wall
LOC101245759,GO:0005773,CC,Vacuole
LOC101245759,GO:0005975,BP,Carbohydrate metabolic process
LOC101245761,GO:0005634,CC,Nucleus
LOC101245761,GO:0006357,BP,Regulation of transcription by RNA polymerase II
LOC101245761,GO:0035267,CC,NuA4 histone acetyltransferase complex
LOC101245763,GO:0016671,MF,Oxidoreductase activity; acting on a sulfur group of donors; disulfide as acceptor
LOC101245766,GO:0003676,MF,Nucleic acid binding
LOC101245767,GO:0005680,CC,Anaphase-promoting complex
LOC101245767,GO:0007091,BP,Metaphase/anaphase transition of mitotic cell cycle
LOC101245767,GO:0031145,BP,Anaphase-promoting complex-dependent catabolic process
LOC101245767,GO:0060090,MF,Molecular adaptor activity
LOC101245767,GO:0070979,BP,Protein K11-linked ubiquitination
LOC101245770,GO:0005515,MF,Protein binding
LOC101245770,GO:0080037,BP,Negative regulation of cytokinin-activated signaling pathway
LOC101245770,GO:2000762,BP,Regulation of phenylpropanoid metabolic process
LOC101245771,GO:0005515,MF,Protein binding
LOC101245772,GO:0005525,MF,GTP binding
LOC101245772,GO:0005730,CC,Nucleolus
LOC101245773,GO:0001401,CC,SAM complex
LOC101245773,GO:0005737,CC,Cytoplasm
LOC101245773,GO:0005741,CC,Mitochondrial outer membrane
LOC101245773,GO:0006626,BP,Protein targeting to mitochondrion
LOC101245773,GO:0007005,BP,Mitochondrion organization
LOC101245775,GO:0004364,MF,Glutathione transferase activity
LOC101245775,GO:0005737,CC,Cytoplasm
LOC101245775,GO:0006749,BP,Glutathione metabolic process
LOC101245776,GO:0000045,BP,Autophagosome assembly
LOC101245776,GO:0005634,CC,Nucleus
LOC101245776,GO:0005829,CC,Cytosol
LOC101245776,GO:0007030,BP,Golgi organization
LOC101245776,GO:0031468,BP,Nuclear membrane reassembly
LOC101245776,GO:0043130,MF,Ubiquitin binding
LOC101245776,GO:0043161,BP,Proteasome-mediated ubiquitin-dependent protein catabolic process
LOC101245776,GO:0061025,BP,Membrane fusion
LOC101245779,GO:0004674,MF,Protein serine/threonine kinase activity
LOC101245779,GO:0005524,MF,ATP binding
LOC101245779,GO:0005634,CC,Nucleus
LOC101245779,GO:0005737,CC,Cytoplasm
LOC101245779,GO:0006468,BP,Protein phosphorylation
LOC101245779,GO:0035556,BP,Intracellular signal transduction
LOC101245783,GO:0000175,MF,3'-5'-RNA exonuclease activity
LOC101245783,GO:0000958,BP,Mitochondrial mRNA catabolic process
LOC101245783,GO:0000965,BP,Mitochondrial RNA 3'-end processing
LOC101245783,GO:0003723,MF,RNA binding
LOC101245783,GO:0004654,MF,Polyribonucleotide nucleotidyltransferase activity
LOC101245783,GO:0005739,CC,Mitochondrion
LOC101245783,GO:0005829,CC,Cytosol
LOC101245783,GO:0009570,CC,Chloroplast stroma
LOC101245784,GO:0000976,MF,Transcription cis-regulatory region binding
LOC101245784,GO:0003700,MF,DNA-binding transcription factor activity
LOC101245784,GO:0005634,CC,Nucleus
LOC101245784,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245785,GO:0003729,MF,MRNA binding
LOC101245785,GO:0009535,CC,Chloroplast thylakoid membrane
LOC101245785,GO:1901259,BP,Chloroplast rRNA processing
LOC101245786,GO:0004672,MF,Protein kinase activity
LOC101245786,GO:0005515,MF,Protein binding
LOC101245786,GO:0005524,MF,ATP binding
LOC101245786,GO:0005737,CC,Cytoplasm
LOC101245786,GO:0006468,BP,Protein phosphorylation
LOC101245786,GO:0007165,BP,Signal transduction
LOC101245787,GO:0005768,CC,Endosome
LOC101245787,GO:0032511,BP,Late endosome to vacuole transport via multivesicular body sorting pathway
LOC101245788,GO:0003680,MF,Minor groove of adenine-thymine-rich DNA binding
LOC101245790,GO:0003729,MF,MRNA binding
LOC101245790,GO:0009535,CC,Chloroplast thylakoid membrane
LOC101245790,GO:1901259,BP,Chloroplast rRNA processing
LOC101245792,GO:0004714,MF,Transmembrane receptor protein tyrosine kinase activity
LOC101245792,GO:0005524,MF,ATP binding
LOC101245792,GO:0006468,BP,Protein phosphorylation
LOC101245793,GO:0000786,CC,Nucleosome
LOC101245793,GO:0003677,MF,DNA binding
LOC101245793,GO:0005634,CC,Nucleus
LOC101245793,GO:0030527,MF,Structural constituent of chromatin
LOC101245793,GO:0046982,MF,Protein heterodimerization activity
LOC101245794,GO:0002181,BP,Cytoplasmic translation
LOC101245794,GO:0003723,MF,RNA binding
LOC101245794,GO:0003735,MF,Structural constituent of ribosome
LOC101245794,GO:0005840,CC,Ribosome
LOC101245795,GO:0003677,MF,DNA binding
LOC101245795,GO:0008270,MF,Zinc ion binding
LOC101245796,GO:0003677,MF,DNA binding
LOC101245796,GO:0005515,MF,Protein binding
LOC101245796,GO:0005524,MF,ATP binding
LOC101245796,GO:0005634,CC,Nucleus
LOC101245796,GO:0045944,BP,Positive regulation of transcription by RNA polymerase II
LOC101245796,GO:0140658,MF,ATP-dependent chromatin remodeler activity
LOC101245798,GO:0003729,MF,MRNA binding
LOC101245798,GO:0005829,CC,Cytosol
LOC101245798,GO:1990904,CC,Ribonucleoprotein complex
LOC101245801,GO:0005739,CC,Mitochondrion
LOC101245802,GO:0003729,MF,MRNA binding
LOC101245802,GO:0005634,CC,Nucleus
LOC101245802,GO:0005737,CC,Cytoplasm
LOC101245802,GO:0010468,BP,Regulation of gene expression
LOC101245803,GO:0003955,MF,NAD(P)H dehydrogenase (quinone) activity
LOC101245803,GO:0010181,MF,FMN binding
LOC101245803,GO:0016020,CC,Membrane
LOC101245805,GO:0005886,CC,Plasma membrane
LOC101245807,GO:0005515,MF,Protein binding
LOC101245808,GO:0005886,CC,Plasma membrane
LOC101245808,GO:0046854,BP,Phosphatidylinositol phosphate biosynthetic process
LOC101245808,GO:0072659,BP,Protein localization to plasma membrane
LOC101245811,GO:0004252,MF,Serine-type endopeptidase activity
LOC101245811,GO:0005515,MF,Protein binding
LOC101245811,GO:0016020,CC,Membrane
LOC101245812,GO:0004084,MF,Branched-chain-amino-acid transaminase activity
LOC101245812,GO:0009081,BP,Branched-chain amino acid metabolic process
LOC101245812,GO:0009507,CC,Chloroplast
LOC101245813,GO:0004674,MF,Protein serine/threonine kinase activity
LOC101245813,GO:0005509,MF,Calcium ion binding
LOC101245813,GO:0005524,MF,ATP binding
LOC101245813,GO:0005886,CC,Plasma membrane
LOC101245813,GO:0006468,BP,Protein phosphorylation
LOC101245813,GO:0007166,BP,Cell surface receptor signaling pathway
LOC101245813,GO:0030247,MF,Polysaccharide binding
LOC101245814,GO:0005227,MF,Calcium-activated cation channel activity
LOC101245814,GO:0005886,CC,Plasma membrane
TMP1,GO:0004601,MF,Peroxidase activity
TMP1,GO:0006979,BP,Response to oxidative stress
TMP1,GO:0020037,MF,Heme binding
TMP1,GO:0042744,BP,Hydrogen peroxide catabolic process
LOC101245817,GO:0000124,CC,SAGA complex
LOC101245817,GO:0003713,MF,Transcription coactivator activity
LOC101245817,GO:0006357,BP,Regulation of transcription by RNA polymerase II
LOC101245818,GO:0004672,MF,Protein kinase activity
LOC101245818,GO:0005524,MF,ATP binding
LOC101245818,GO:0006468,BP,Protein phosphorylation
LOC101245820,GO:0045927,BP,Positive regulation of growth
LOC101245821,GO:0004144,MF,Diacylglycerol O-acyltransferase activity
LOC101245821,GO:0005789,CC,Endoplasmic reticulum membrane
LOC101245821,GO:0009941,CC,Chloroplast envelope
LOC101245821,GO:0019432,BP,Triglyceride biosynthetic process
LOC101245822,GO:0005515,MF,Protein binding
LOC101245822,GO:0007166,BP,Cell surface receptor signaling pathway
LOC101245826,GO:0004252,MF,Serine-type endopeptidase activity
LOC101245826,GO:0006508,BP,Proteolysis
LOC101245828,GO:0000725,BP,Recombinational repair
LOC101245828,GO:0003677,MF,DNA binding
LOC101245828,GO:0005524,MF,ATP binding
LOC101245828,GO:0005634,CC,Nucleus
LOC101245828,GO:0016787,MF,Hydrolase activity
LOC101245828,GO:0043138,MF,3'-5' DNA helicase activity
LOC101245829,GO:0006637,BP,Acyl-CoA metabolic process
LOC101245829,GO:0047617,MF,Fatty acyl-CoA hydrolase activity
LOC101245830,GO:0005459,MF,UDP-galactose transmembrane transporter activity
LOC101245830,GO:0005794,CC,Golgi apparatus
LOC101245830,GO:0015297,MF,Antiporter activity
LOC101245831,GO:0003677,MF,DNA binding
LOC101245831,GO:0017108,MF,5'-flap endonuclease activity
LOC101245831,GO:0046872,MF,Metal ion binding
LOC101245833,GO:0005886,CC,Plasma membrane
LOC101245833,GO:0010167,BP,Response to nitrate
LOC101245833,GO:0015112,MF,Nitrate transmembrane transporter activity
LOC101245833,GO:0015706,BP,Nitrate transmembrane transport
LOC101245836,GO:0000287,MF,Magnesium ion binding
LOC101245836,GO:0003924,MF,GTPase activity
LOC101245836,GO:0005525,MF,GTP binding
LOC101245836,GO:0005739,CC,Mitochondrion
LOC101245837,GO:0000993,MF,RNA polymerase II complex binding
LOC101245837,GO:0031124,BP,MRNA 3'-end processing
LOC101245838,GO:0000287,MF,Magnesium ion binding
LOC101245838,GO:0010333,MF,Terpene synthase activity
LOC101245838,GO:0016102,BP,Diterpenoid biosynthetic process
LOC101245839,GO:0000139,CC,Golgi membrane
LOC101245839,GO:0005789,CC,Endoplasmic reticulum membrane
LOC101245839,GO:0005886,CC,Plasma membrane
LOC101245839,GO:0033188,MF,Sphingomyelin synthase activity
LOC101245839,GO:0046513,BP,Ceramide biosynthetic process
LOC101245839,GO:0047493,MF,Ceramide cholinephosphotransferase activity
LOC101245841,GO:0016020,CC,Membrane
LOC101245841,GO:0140359,MF,ABC-type transporter activity
LOC101245842,GO:0004672,MF,Protein kinase activity
LOC101245842,GO:0005515,MF,Protein binding
LOC101245842,GO:0005524,MF,ATP binding
LOC101245842,GO:0006468,BP,Protein phosphorylation
LOC101245843,GO:0000287,MF,Magnesium ion binding
LOC101245843,GO:0005524,MF,ATP binding
LOC101245843,GO:0005886,CC,Plasma membrane
LOC101245843,GO:0016887,MF,ATP hydrolysis activity
LOC101245843,GO:0045332,BP,Phospholipid translocation
LOC101245843,GO:0140326,MF,ATPase-coupled intramembrane lipid transporter activity
LOC101245844,GO:0043531,MF,ADP binding
LOC101245844,GO:0098542,BP,Defense response to other organism
LOC101245847,GO:0003729,MF,MRNA binding
LOC101245847,GO:0005634,CC,Nucleus
LOC101245847,GO:0008270,MF,Zinc ion binding
LOC101245847,GO:0048024,BP,Regulation of mRNA splicing; via spliceosome
LOC101245849,GO:0003677,MF,DNA binding
LOC101245849,GO:0003700,MF,DNA-binding transcription factor activity
LOC101245851,GO:0016831,MF,Carboxy-lyase activity
LOC101245852,GO:0000339,MF,RNA cap binding
LOC101245852,GO:0048255,BP,MRNA stabilization
LOC101245853,GO:0004674,MF,Protein serine/threonine kinase activity
LOC101245853,GO:0004713,MF,Protein tyrosine kinase activity
LOC101245853,GO:0005524,MF,ATP binding
LOC101245853,GO:0005737,CC,Cytoplasm
LOC101245853,GO:0018105,BP,Peptidyl-serine phosphorylation
LOC101245853,GO:0018107,BP,Peptidyl-threonine phosphorylation
LOC101245854,GO:0004672,MF,Protein kinase activity
LOC101245854,GO:0005524,MF,ATP binding
LOC101245854,GO:0005737,CC,Cytoplasm
LOC101245854,GO:0006468,BP,Protein phosphorylation
LOC101245854,GO:0007165,BP,Signal transduction
LOC101245855,GO:0007064,BP,Mitotic sister chromatid cohesion
LOC101245855,GO:0008080,MF,N-acetyltransferase activity
LOC101245855,GO:0031415,CC,NatA complex
LOC101245856,GO:0003723,MF,RNA binding
LOC101245857,GO:0016020,CC,Membrane
LOC101245859,GO:0005634,CC,Nucleus
LOC101245859,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245861,GO:0005515,MF,Protein binding
LOC101245862,GO:0005975,BP,Carbohydrate metabolic process
LOC101245862,GO:0008422,MF,Beta-glucosidase activity
LOC101245865,GO:0071949,MF,FAD binding
LOC101245868,GO:0003952,MF,NAD+ synthase (glutamine-hydrolyzing) activity
LOC101245868,GO:0004359,MF,Glutaminase activity
LOC101245868,GO:0005524,MF,ATP binding
LOC101245868,GO:0005737,CC,Cytoplasm
LOC101245868,GO:0009435,BP,NAD biosynthetic process
LOC101245869,GO:0005515,MF,Protein binding
LOC101245870,GO:0005789,CC,Endoplasmic reticulum membrane
LOC101245870,GO:0005886,CC,Plasma membrane
LOC101245870,GO:0061817,BP,Endoplasmic reticulum-plasma membrane tethering
LOC101245870,GO:0090158,BP,Endoplasmic reticulum membrane organization
LOC101245871,GO:0005515,MF,Protein binding
LOC101245872,GO:0004672,MF,Protein kinase activity
LOC101245872,GO:0005524,MF,ATP binding
LOC101245872,GO:0006468,BP,Protein phosphorylation
LOC101245873,GO:0000027,BP,Ribosomal large subunit assembly
LOC101245873,GO:0003735,MF,Structural constituent of ribosome
LOC101245873,GO:0005840,CC,Ribosome
LOC101245873,GO:0006412,BP,Translation
LOC101245873,GO:0008097,MF,5S rRNA binding
LOC101245873,GO:0022625,CC,Cytosolic large ribosomal subunit
LOC101245874,GO:0004497,MF,Monooxygenase activity
LOC101245874,GO:0005509,MF,Calcium ion binding
LOC101245875,GO:0035091,MF,Phosphatidylinositol binding
LOC101245875,GO:0043130,MF,Ubiquitin binding
LOC101245875,GO:0043328,BP,Protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
LOC101245877,GO:0003677,MF,DNA binding
LOC101245879,GO:0000785,CC,Chromatin
LOC101245879,GO:0003677,MF,DNA binding
LOC101245879,GO:0005524,MF,ATP binding
LOC101245879,GO:0005634,CC,Nucleus
LOC101245879,GO:0006357,BP,Regulation of transcription by RNA polymerase II
LOC101245879,GO:0016887,MF,ATP hydrolysis activity
LOC101245879,GO:0031491,MF,Nucleosome binding
LOC101245879,GO:0034728,BP,Nucleosome organization
LOC101245879,GO:0042393,MF,Histone binding
LOC101245879,GO:0140658,MF,ATP-dependent chromatin remodeler activity
LOC101245880,GO:0009523,CC,Photosystem II
LOC101245880,GO:0009535,CC,Chloroplast thylakoid membrane
LOC101245880,GO:0009654,CC,Photosystem II oxygen evolving complex
LOC101245880,GO:0015979,BP,Photosynthesis
LOC101245881,GO:0000278,BP,Mitotic cell cycle
LOC101245881,GO:0004722,MF,Protein serine/threonine phosphatase activity
LOC101245881,GO:0005634,CC,Nucleus
LOC101245881,GO:0005829,CC,Cytosol
LOC101245882,GO:0015095,MF,Magnesium ion transmembrane transporter activity
LOC101245882,GO:0015693,BP,Magnesium ion transport
LOC101245882,GO:0016020,CC,Membrane
LOC101245882,GO:0055085,BP,Transmembrane transport
LOC101245883,GO:0000035,MF,Acyl binding
LOC101245883,GO:0000036,MF,Acyl carrier activity
LOC101245883,GO:0005739,CC,Mitochondrion
LOC101245883,GO:0006633,BP,Fatty acid biosynthetic process
LOC101245885,GO:0005789,CC,Endoplasmic reticulum membrane
LOC101245885,GO:0005886,CC,Plasma membrane
LOC101245885,GO:0061817,BP,Endoplasmic reticulum-plasma membrane tethering
LOC101245885,GO:0090158,BP,Endoplasmic reticulum membrane organization
LOC101245886,GO:0016747,MF,Acyltransferase activity; transferring groups other than amino-acyl groups
LOC101245887,GO:0004499,MF,N;N-dimethylaniline monooxygenase activity
LOC101245887,GO:0050660,MF,Flavin adenine dinucleotide binding
LOC101245887,GO:0050661,MF,NADP binding
LOC101245889,GO:0005839,CC,Proteasome core complex
LOC101245889,GO:0006511,BP,Ubiquitin-dependent protein catabolic process
LOC101245889,GO:0010498,BP,Proteasomal protein catabolic process
LOC101245889,GO:0019773,CC,Proteasome core complex; alpha-subunit complex
LOC101245890,GO:0000105,BP,L-histidine biosynthetic process
LOC101245890,GO:0000287,MF,Magnesium ion binding
LOC101245890,GO:0003879,MF,ATP phosphoribosyltransferase activity
LOC101245890,GO:0005737,CC,Cytoplasm
LOC101245891,GO:0003677,MF,DNA binding
LOC101245892,GO:0005381,MF,Iron ion transmembrane transporter activity
LOC101245892,GO:0005384,MF,Manganese ion transmembrane transporter activity
LOC101245892,GO:0006880,BP,Intracellular sequestering of iron ion
LOC101245892,GO:0016020,CC,Membrane
LOC101245892,GO:0030026,BP,Intracellular manganese ion homeostasis
LOC101245893,GO:0003735,MF,Structural constituent of ribosome
LOC101245893,GO:0005730,CC,Nucleolus
LOC101245893,GO:0005840,CC,Ribosome
LOC101245893,GO:0006412,BP,Translation
LOC101245893,GO:0022627,CC,Cytosolic small ribosomal subunit
LOC101245893,GO:0070181,MF,Small ribosomal subunit rRNA binding
LOC101245895,GO:0009733,BP,Response to auxin
